"New registered member will be rewarded 30.000 VND coupon code","Tạo tài khoản và nhận ngay mã giảm giá 30.000 VND"
"First success delivery order will be rewarded 1 freeship","Mua đơn hàng thành công lần đầu tặng ngay 01 lần Freeship"
"Second success delivery order will be rewarded 10.000 F-Point (10.000 VND)","Mua thành công lần thứ 2 tặng 10.000 F-Point (10.000 VND)"
"Third success delivery order will be rewarded 15.000 F-Point (15.000 VND)","Mua thành công lần thứ 3 tặng 15.000 F-Point (15.000 VND)"
"Good Product Review will be rewarded F-Point","Review hay - Nhận ngay F-Point tri ân"
"Reward Freeship/F-Point For Birthday","Quà tặng sinh nhật & Freeship vận chuyển"
"Accure F-Point upon successfully delivery order, and Use F-Point upon purchase","Tích lũy F-Point khi giao hàng thành công, và mua hàng miễn phí bằng F-Point"
"About This Order","Thông tin đơn hàng"
"Shipping Address","Địa chỉ giao hàng"
"Billing Address","Địa chỉ thanh toán"
"Order Date","Ngày đặt hàng"
"Notifications", "Thông Báo"
"NOTIFICATIONS", "THÔNG BÁO"
"Notification All", "Tất Cả"
"Notification Action", "Xác Nhận"
"Notification Order", "Đơn Hàng"
"Notification Event", "Sự Kiện"
"Notification Coupon", "Mã Giảm Giá"
"Notification Result", "Bạn đã chọn"
"Notification Yes", "Có"
"Notification No", "Không"
"Expect date", "Ngày dự kiến có hàng"
"Press last name", "Nhập họ"
"Press first name", "Nhập tên"
"Press email", "Nhập email"
"Press VIP ID", "Nhập mã VIP để nhận ưu đãi"
"Save changed", "Lưu thay đổi"
"Company name","Tên công ty"
"Address company","Địa chỉ công ty"
"Tax/VAT number company","Mã số thuế công ty "
"Press buyer's full name","Nhập họ tên người mua hàng"
"Press invoice receipt email","Nhập email nhận hóa đơn"
"Press company name","Nhập tên công ty"
"Press address company","Nhập địa chỉ công ty"
"Press Tax/GTGT number","Nhập mã số thuế"
"Buyer's full name","Họ tên người mua hàng"
"Invoice receipt email","Email nhận hóa đơn"
"Company name","Tên công ty"
"Address company","Địa chỉ công ty"
"Tax/GTGT number","Mã số thuế"
"Update info completed","Cập nhật thông tin thành công"
"Understood","Đã hiểu"
"If you want to view your recommended products, please see more than three products","Để xem được gợi ý dành riêng cho bạn. Vui lòng xem ít nhất ba sản phẩm"
"Telephone invalid","Số điện thoại không hợp lệ"
"Password can't empty","Mật khẩu không thể để trống"
"Sent OTP over much times","Gửi OTP quá số nhiều lần"
"An error occurred, please try again","Đã xảy ra lỗi, xin vui lòng thử lại"
"Telephone isn't exist","Điện thoại không tồn tại"
"OTP expire","OTP hết hạn"
"OTP invalid","OTP không hợp lệ"
"OTP is valid","OTP hợp lệ"
"Phone number/Email","Số điện thoại/Email"
"Enter phone number or email","Nhập số điện thoại hoặc email"
"Enter password","Nhập mật khẩu"
"Phone number","Số điện thoại"
"Enter phone number","Nhập số điện thoại"
"Show ","Hiện "
"Hide","Ẩn"
"Cancel ", "Bỏ qua "
"Login with facebook","Đăng nhập bằng facebook"
"This infomation can't empty","Thông tin này không thể để trống"
"Phone number/Email or Password is wrong!","Số điện thoại/Email hoặc Mật khẩu sai!"
"Phone number invalid","Số điện thoại không hợp lệ"
"Phone number must be 10 number","Số điện thoại phải 10 chữ số"
"Email invalid","Email không hợp lệ"
"Taxcode invalid","Mã số thuế không hợp lệ"
"Password must be %s characters or more!","Mật khẩu phải từ %s ký tự trở lên!"
"Address must be %s characters or more!","Địa chỉ phải từ %s ký tự trở lên!"
"Password must be 30 characters or less!","Mật khẩu phải từ 30 ký tự trở xuống!"
"Send OTP code","Gửi mã OTP"
"Confirm OTP code","Mã xác nhận OTP"
"6 characters","6 ký tự"
"By Sign Up, you argree to Fahasa.com about","Bằng việc đăng ký, bạn đã đồng ý với Fahasa.com về"
"Terms of service"," Điều khoản dịch vụ"
"Privacy Policy","Chính sách bảo mật"
"Phone number already exist","Số điện thoại đã tồn tại"
"Phone number isn't exist","Số điện thoại không tồn tại"
"OTP sent","OTP đã được gửi"
"OTP is incorrect","OTP không chính xác"
"Go back", "Trở về"
"Recovery","Khôi phục"
"Add new","Thêm mới"
"Change","Thay đổi"
"No email","Chưa có email"
"Get %s F-Points","Nhận %s F-Point"
"Change phone number","Thay đổi số điện thoại"
"Change email","Thay đổi email"
"Fahasa.com send to your OTP code.","Fahasa.com gửi bạn mã OTP."
"Email already exist","Email đã tồn tại"
"Email isn't exist","Email không tồn tại"
"Friend","Bạn"
"Can't over 200 characters","Không thể vượt quá 200 ký tự"
"The confirmation password is incorrect","Mật khẩu xác nhận không đúng"
"Date invalid","Ngày không hợp lệ"
"Invalid current password","Mật khẩu hiện tại không đúng"
"The account has not been confirmed","Tài khoản chưa được xác nhận"
"Recovery password","Khôi phục mật khẩu"
"Login failed","Đăng nhập thất bại"
"Confirm phone number","Xác nhận số điện thoại"
"Sign Up","Đăng ký"
"Confirm all account information to get:","Xác nhận đủ thông tin tài khoản để nhận:"
"Please update your account information:","Bạn vui lòng cập nhật thông tin tài khoản:"
"Update information now","Cập nhật thông tin ngay"
"Full name must have 2 words above","Họ và tên phải có 2 từ trở lên"
"Copied","Đã copy"
"Account","Tài khoản"
"Please login for","Vui lòng đăng nhập để"
"view notification","xem thông báo"
"My voucher","Voucher của tôi"
"Promotion code","Mã khuyến mãi"
"Your order has product(s) be coming in stock","Đơn hàng có sản phẩm sắp có hàng"
"Products seen","Sản phẩm đã xem"
"Series book","Sách theo bộ"
"Series set","Series bộ"
"Episode Newest", "Tập Mới Nhất"
"Top Subscribes", "Top theo dõi"
"Episode newest", "Tập mới nhất"
"Episode","Tập"
"Following", "Đang theo dõi"
"Recommended","Đề xuất"
"Follow","Theo dõi"
"Unfollow","Bỏ theo dõi"
"Following","Đang theo dõi"
"New","Mới"
"Add to cart","Thêm giỏ hàng"
"The date the Publisher plans to issue %s", "Ngày NXB dự kiến phát hành %s"
"Date of stock at Fahasa %s", "Ngày có hàng tại kho Fahasa %s"
"Redeem fpoint","Nạp Fpoint"
"Redeem freeship","Nạp Freeship"
"Buy more turn","Mua thêm lượt"
"Don't have series set","Không có series bộ nào"
"subscribes","lượt theo dõi"
"Exchange_voucher", "Đổi Voucher"
"Redeem_fpoint", "Nạp Fpoint"
"Redeem_freeship", "Nạp Freeship"
"Buy_more_turn", "Mua thêm lượt"
"cancel_order", "Hoàn trả điểm cho đơn hàng hủy"
"pay_order_fpoint", "Thanh toán bằng điểm F-Point"
"pay_order_freeship", "Thanh toán bằng Freeship"
"cancel_order_fpoint", "Hoàn trả điểm cho đơn hàng hủy"
"cancel_order_freeship", "Hoàn trả freeship cho đơn hàng hủy"
"convert_from_tryout_to_fpoint", "Chuyển đổi tài khoản Tryout sang F-Point"
"refund_fpoint", "Hoàn trả điểm F-Point"
"top_up_fpoint_for_campaign", "Nạp điểm F-Point"
"accure_fpoint", "Tích điểm Point"
"revoke_fpoint", "Thu hồi điểm F-Point"
"add_more_freeship", "Thêm freeship"
"revoke_freeship", "Thu hồi freeship"
"create_order", "Sử dụng freeship"
"activate_account", "Kích hoạt tài khoản"
"create_new", "Tạo tài khoản mới"
"top_up", "Nạp điểm"
"Donate_fpoint","Tặng điểm Fpoint" 
"top_up_birthday_fpoint", "Tặng điểm fpoint sinh nhật"
